drug_name,CID,ex_drug_id
Alfuzosin Hydrochloride,71764,1976
Aliskiren hemifumarate,6918427,1977
Limican,135497066,1978
Alizarin,6293,1979
ALLYLTHIOUREA,1549517,1980
Almotriptan malate,123607,1981
Alogliptin,11450633,1982
Aloperine,162147,1983
alprostadil,5280723,1984
Altrenogest,10041070,1985
ALVERINE CITRATE,21718,1986
444912-48-5,10141893,1987
AM251,2125,1988
Amantadine hydrochloride,64150,1989
Ambroxol hydrochloride,108013,1990
61618-27-7,23663941,1991
AMG-517,16007367,1992
aminophenazone,6009,1993
AMILORIDE HYDROCHLORIDE,16230,1994
aminophylline,9433,1995
2-AMINOTHIAZOLE,2155,1996
Amiodarone hydrochloride,441325,1997
Amitriptyline hydrochloride,11065,1998
amlodipine,2162,1999
Ammonium glycyrrhizate,62074,2000
amorolfine hydrochloride,54259,2001
amoxicillin,33613,2002
Amoxicillin sodium,23663126,2003
amphotericin b,5280965,2004
AMPICILLIN SODIUM,23663979,2005
AMPICILLIN TRIHYDRATE,23565,2006
ampiroxicam,2176,2007
amprenavir,65016,2008
Amprolium hydrochloride,8732,2009
ANAGRELIDE HYDROCHLORIDE,135413494,2010
Andrographolide,5318517,2011
ANISOTROPINE METHYLBROMIDE,657201,2012
Antazoline hydrochloride,17275,2013
antipyrine,2206,2014
AP26113,57390074,2015
Acetovanillone,2214,2016
Apoptosis Activator 2,1901244,2017
Apremilast,11561674,2018
AR-A014418,448014,2019
131707-23-8,9958103,2020
arbutin,440936,2021
Artemether,68911,2022
artemisinin,68827,2023
Artesunate,6917864,2024
ARTICAINE HYDROCHLORIDE,32169,2025
AS-252424,11630874,2026
Asiatic acid,119034,2027
Astragaloside A,13943299,2028
Gossypol acetic acid,227456,2029
Atazanavir sulfate,158550,2030
Atomoxetine hydrochloride,54840,2031
ATORVASTATIN CALCIUM,60822,2032
ATOVAQUONE,74989,2033
ATROPINE,174174,2034
Avanafil,9869929,2035
AVL-292,59174488,2036
AZ191,72716071,2037
AZ20,46244454,2038
5-azacytidine,9444,2039
Azacyclonol,15723,2040
Azaperone,15443,2041
Azatadine maleate,5281066,2042
AZD1080,135564570,2043
AZD1981,11292191,2044
AZD2014,25262792,2045
AZD2461,44199317,2046
AZD2858,10138980,2047
AZD3463,56599293,2048
AZD3514,46893585,2049
AZD8055,25262965,2050
AZD8330,16666708,2051
AZELASTINE HYDROCHLORIDE,54360,2052
Azelnidipine,65948,2053
Azilsartan,135415867,2054
AZILSARTAN MEDOXOMIL,135409642,2055
azithromycin,447043,2056
AZLOCILLIN SODIUM,23685176,2057
MLS002695992,6714010,2058
Baicalin,64982,2059
bay 11-7082,5353431,2060
Bazedoxifene HCl,9936012,2061
BECLOMETHASONE DIPROPIONATE,21700,2062
Belinostat,6918638,2063
bemegride,2310,2064
BENAZEPRIL HYDROCHLORIDE,5362123,2065
BENDROFLUMETHIAZIDE,2315,2066
benfotiamine,5282168,2067
benidipine hydrochloride,656667,2068
BENSERAZIDE HYDROCHLORIDE,26964,2069
benzbromarone,2333,2070
benzethonium chloride,8478,2071
benzocaine,2337,2072
benzoic acid,243,2073
BENZTROPINE MESYLATE,238053,2074
Benzydamine hydrochloride,65464,2075
BEPHENIUM HYDROXYNAPHTHOATE,54678490,2076
Bepotastine besilate,164521,2077
berberine chloride,12456,2078
Bergapten,2355,2079
beta-carotene,5280489,2080
Betahistine dihydrochloride,68643,2081
betamethasone,9782,2082
Betamipron,71651,2083
Bethanechol chloride,11548,2084
betulinic acid,64971,2085
bezafibrate,39042,2086
NVP-BGT226,57336745,2087
BI-D1870,25023738,2088
BIBR 1532,9927531,2089
bifonazole,2378,2090
Bimatoprost,5311027,2091
Bioepiderm,171548,2092
Biperiden hydrochloride,92151,2093
Birinapant,49836020,2094
bisacodyl,2391,2095
Bisoprolol fumarate,6917733,2096
1392399-03-9,46945860,2097
BIX02188,135398492,2098
BIX 02189,135659062,2099
Bleomycin sulfate,72466,2100
BML-190,2415,2101
UNII-4GF4A623RF,135402864,2102
547757-23-3,9926054,2103
BMS-378806,5495818,2104
BMS-833923,57662985,2105
21102-95-4,210172,2106
Bosentan hydrate,185462,2107
brefeldin A,5287620,2108
BRIMONIDINE TARTRATE,54405,2109
Brinzolamide,68844,2110
Brivanib alaninate,11154925,2111
193611-72-2,9891303,2112
57477-39-1,2438,2113
BROMFENAC SODIUM,23693301,2114
Bromhexine hydrochloride,5702220,2115
Brompheniramine maleate,5281067,2116
broxyquinoline,2453,2117
BRUCINE,442021,2118
BS-181 HCl,49867928,2119
budesonide,5281004,2120
Buflomedil hydrochloride,6420013,2121
Bupivacaine hydrochloride,64737,2122
Buspirone hydrochloride,36431,2123
butein,5281222,2124
Butenafine hydrochloride,443867,2125
BUTOCONAZOLE NITRATE,47471,2126
scopolamine butylbromide,6852391,2127
alpelisib,56649450,2128
caffeic acid,689043,2129
Caffeic acid phenethyl ester,5281787,2130
Calcifediol,5283731,2131
calcitriol,5280453,2132
CALCIUM GLUCEPTATE,62859,2133
Camostat mesylate,5284360,2134
Canagliflozin,24812758,2135
candesartan,2541,2136
Candesartan cilexetil,2540,2137
CAPECITABINE,60953,2138
captopril,44093,2139
UNII-M2X04R2E2Y,135403805,2140
carbamazepine,2554,2141
Carbenicillin disodium,20933,2142
CARBENOXOLONE SODIUM,636402,2143
carbidopa,34359,2144
Carbimazole,31072,2145
carprofen,2581,2146
Caspofungin acetate,6850808,2147
Catharanthine,5458190,2148
Cathepsin inhibitor 1,44224135,2149
CAY10505,1204893,2150
883050-24-6,2733079,2151
cefoperazone,44187,2152
Cefoselis sulfate,9830519,2153
Ceftiofur hydrochloride,9937686,2154
CEP-32496,56846693,2155
cephalexin,27447,2156
Cephalomannine,6436208,2157
CEPHARANTHINE,10206,2158
Cetirizine dihydrochloride,55182,2159
Cetrimonium bromide,5974,2160
cetylpyridinium chloride,31239,2161
CFTRinh-172,504670,2162
CGK733,6605258,2163
CGS 21680 hydrochloride,10256643,2164
chenodeoxycholic acid,10133,2165
CHIR-99021 HCl,71295844,2166
4-Chloro-3-methylphenol,1732,2167
CHLOROGENIC ACID,1794427,2168
Chlorpheniramine maleate,5281068,2169
Chlorpromazine hydrochloride,6240,2170
chlorpropamide,2727,2171
chlorprothixene,667467,2172
Chlorquinaldol,6301,2173
chlorzoxazone,2733,2174
CHOLINE CHLORIDE,6209,2175
chromocarb,2741,2176
Tacedinaline,2746,2177
CILAZAPRIL MONOHYDRATE,56329,2178
Cilengitide,176873,2179
cilnidipine,5282138,2180
cimetidine,2756,2181
Cinacalcet hydrochloride,156418,2182
CINCHONIDINE,101744,2183
Cinchophen,8593,2184
cinepazide maleate,5282458,2185
cinoxacin,2762,2186
ciproxifan,6422124,2187
Cisatracurium besylate,62886,2188
clarithromycin,84029,2189
CLEMASTINE FUMARATE,5281069,2190
Clevidipine,153994,2191
Clevudine,73115,2192
Climbazole,37907,2193
clindamycin,446598,2194
Clindamycin hydrochloride,16051951,2195
Clofarabine,119182,2196
clofazimine,2794,2197
clofibric acid,2797,2198
Clomifene citrate,3033832,2199
Clomipramine hydrochloride,68539,2200
CLONIDINE HYDROCHLORIDE,20179,2201
clorprenaline hydrochloride,23360,2202
Closantel,42574,2203
Closantel sodium,23683671,2204
Cloxacillin sodium,23675320,2205
CNX-774,59174579,2206
Rociletinib,57335384,2207
Cobicistat,25151504,2208
Conivaptan hydrochloride,216322,2209
CORTISONE ACETATE,5745,2210
coumarin,323,2211
CP-724714,9874913,2212
Crystal violet,11057,2213
CTEP,11646823,2214
curcumin,969516,2215
Curcumol,14240392,2216
Cyclamic acid,7533,2217
cyclandelate,2893,2218
Cyclizine 2HCl,67533,2219
Cyclocytidine hydrochloride,25050,2220
cyclosporine,5284373,2221
cyproheptadine hydrochloride,13770,2222
CYPROTERONE ACETATE,9880,2223
CYROMAZINE,47866,2224
Cysteamine hydrochloride,9082,2225
CZC24832,42623951,2226
D-mannitol,6251,2227
BIBR-1048,135565674,2228
Daclatasvir,25154714,2229
Dacomitinib,11511120,2230
Dalcetrapib,6918540,2231
DANOPREVIR,11285588,2232
Dapagliflozin,9887712,2233
Dapivirine,214347,2234
Dapoxetine hydrochloride,71352,2235
Darifenacin hydrobromide,444030,2236
Darunavir ethanolate,23725083,2237
DECAMETHONIUM BROMIDE,10921,2238
DEFLAZACORT,189821,2239
856243-80-6,11222830,2240
Dehydroepiandrosterone,5881,2241
Deoxyarbutin,11745519,2242
Desloratadine,124087,2243
Desvenlafaxine,125017,2244
386750-22-7,6918664,2245
DETOMIDINE HYDROCHLORIDE,56031,2246
dexlansoprazole,9578005,2247
DEXMEDETOMIDINE,5311068,2248
D(+)-Glucose,107526,2249
Diacerein,26248,2250
dibenzothiophene,3023,2251
Dibucaine hydrochloride,521951,2252
Diclofenac diethylamine,115087,2253
Diclofenac potassium,23667642,2254
Diclofenac sodium,5018304,2255
Dicloxacillin sodium,23667628,2256
Dicyclomine hydrochloride,441344,2257
Dienogest,68861,2258
diethylstilbestrol,448537,2259
DIFLOXACIN HYDROCHLORIDE,56205,2260
difluprednate,443936,2261
Dihydroartemisinin,3000518,2262
Diltiazem hydrochloride,62920,2263
Dimaprit Dihydrochloride,90045,2264
Dimesna,65625,2265
Dimethyl fumarate,637568,2266
Diminazene aceturate,5284544,2267
Dinaciclib,46926350,2268
Dioscin,119245,2269
diosmin,5281613,2270
DIPERODON HYDROCHLORIDE,10830,2271
DIPHEMANIL METHYLSULFATE,6126,2272
DIPHENHYDRAMINE HYDROCHLORIDE,8980,2273
Dirithromycin,6473883,2274
DIVALPROEX SODIUM,23663956,2275
DL-Carnitine hydrochloride,5970,2276
domiphen bromide,10866,2277
Dopamine hydrochloride,65340,2278
Doripenem hydrate,636377,2279
Dovitinib lactate,135431668,2280
7081-53-0,64648,2281
Doxazosin mesylate,62978,2282
doxifluridine,18343,2283
DOXOFYLLINE,50942,2284
Doxorubicin (Adriamycin),51066577,2285
Doxycycline hydrochloride,54685920,2286
Doxycycline hyclate,54686183,2287
Doxylamine succinate,11224,2288
Dronedarone hydrochloride,219025,2289
droperidol,3168,2290
dropropizine,3169,2291
Drospirenone,68873,2292
DULOXETINE HYDROCHLORIDE,60834,2293
Dutasteride,6918296,2294
Dyclonine hydrochloride,68304,2295
dydrogesterone,9051,2296
"Dynamin Inhibitor I, Dynasore",708101,2297
e-64,123985,2298
ebastine,3191,2299
Econazole nitrate,68589,2300
EDOXABAN,10280735,2301
Efaproxiral sodium,2725048,2302
EHop-016,51031035,2303
Elaiophylin,6444206,2304
Eletriptan hydrobromide,656631,2305
Empagliflozin,11949646,2306
Emtricitabine,60877,2307
Enalapril maleate,5388961,2308
ENALAPRILAT DIHYDRATE,6917719,2309
ENMD-2076,16041424,2310
enoxolone,10114,2311
Enrofloxacin,71188,2312
ENTACAPONE,5281081,2313
Entecavir hydrate,135526609,2314
epalrestat,1549120,2315
EPIANDROSTERONE,441302,2316
Epinastine hydrochloride,157313,2317
Epinephrine bitartrate,5815,2318
Epinephrine hydrochloride,441411,2319
Epirubicin hydrochloride,65348,2320
Epothilone A,448799,2321
Epothilone B,448013,2322
epoxomicin,11226684,2323
10402-53-6,73356,2324
EPROSARTAN MESYLATE,5282474,2325
Tazemetostat,66558664,2326
EPZ004777 hydrochloride,67811385,2327
EPZ005687,60160561,2328
pinometostat,57345410,2329
Equol,91469,2330
ERASTIN,11214940,2331
ERGOSTEROL,444679,2332
ERYTHRITOL,222285,2333
erythromycin,12560,2334
Escitalopram oxalate,146571,2335
Esculin,5281417,2336
Esmolol hydrochloride,104769,2337
OMEPRAZOLE SODIUM,10959536,2338
estradiol,5757,2339
estradiol valerate,13791,2340
estriol,5756,2341
estrone,5870,2342
6402-23-9,165457,2343
Ethambutol dihydrochloride,14051,2344
Etamsylate,17506,2345
ethinyl estradiol,5991,2346
ETHYNODIOL DIACETATE,9270,2347
Etofibrate,65777,2348
etoposide,36462,2349
ETP-46464,72199292,2350
Etravirine,193962,2351
EUK 134,9823233,2352
Evacetrapib,49836058,2353
159351-69-6,6442177,2354
Evodiamine,442088,2355
Ezetimibe,150311,2356
Famprofazone,3326,2357
Fasudil hydrochloride,163751,2358
felodipine,3333,2359
Fenoprofen calcium,64746,2360
Fenspiride hydrochloride,68626,2361
FENTICONAZOLE NITRATE,51754,2362
Ferrostatin-1,4068248,2363
ferulic acid,445858,2364
Fesoterodine fumarate,9849808,2365
FEXOFENADINE HYDROCHLORIDE,63002,2366
Fidaxomicin,10034073,2367
finasteride,57363,2368
Fingolimod hydrochloride,107969,2369
Flavoxate hydrochloride,441345,2370
flopropione,3362,2371
Florfenicol,114811,2372
floxuridine,5790,2373
fludarabine phosphate,30751,2374
flufenamic acid,3371,2375
flumequine,3374,2376
flumethasone,16490,2377
Flunarizine dihydrochloride,5282407,2378
FLUNIXIN MEGLUMINE,39212,2379
fluocinonide,9642,2380
FLUOROMETHOLONE ACETATE,240767,2381
FLUOXETINE HYDROCHLORIDE,62857,2382
Flupirtine maleate,6435335,2383
FLUVASTATIN SODIUM,23663976,2384
FLUVOXAMINE MALEATE,9560989,2385
FORMOTEROL FUMARATE,9832292,2386
forskolin,47936,2387
Fosaprepitant dimeglumine,135564864,2388
FOSCARNET SODIUM,44561,2389
Furaltadone hydrochloride,9576185,2390
Gabexate mesylate,6604561,2391
gadodiamide,153921,2392
Galeterone,11188409,2393
GALLAMINE TRIETHIODIDE,6172,2394
Gastrodin,115067,2395
GDC-0152,46940575,2396
GDC-0349,59239165,2397
Apitolisib,25254071,2398
geldanamycin,5288382,2399
gemcitabine,60750,2400
Genipin,442424,2401
Geniposide,107848,2402
Geniposidic acid,443354,2403
GESTODENE,3033968,2404
Ginkgolide A,115221,2405
glafenine,3474,2406
Gliquidone,91610,2407
glyburide,3488,2408
Golgicide A,25113626,2409
Golvatinib,16118392,2410
Gramine,6890,2411
Granisetron HCl,65264,2412
griseofulvin,441140,2413
GSK J4 HCl,71729975,2414
GSK1059615,23582824,2415
guaifenesin,3516,2416
Guanabenz acetate,5702062,2417
guanethidine sulfate,86471,2418
Guanidine hydrochloride,5742,2419
guanosine,135398635,2420
GW2580,11617559,2421
405911-17-3,16078973,2422
278779-30-9,9893571,2423
GW 441756,9943465,2424
gw5074,5924208,2425
GW9662,644213,2426
Gynostemma Extract,P&D,2427
GZD824,51038269,2428
H-89 DIHYDROCHLORIDE,5702541,2429
halcinonide,443943,2430
HALOBETASOL PROPIONATE,6918178,2431
HC-030031,1150897,2432
hesperetin,72281,2433
hesperidin,10621,2434
Histamine dihydrochloride,5818,2435
51-56-9,6419941,2436
HYDRALAZINE HYDROCHLORIDE,9351,2437
Hydroxyzine dihydrochloride,91513,2438
hyoscyamine,154417,2439
Ibrutinib,24821094,2440
Icariin,5318997,2441
Icotinib,22024915,2442
idoxuridine,5905,2443
IEM 1754 dihydrobroMide,9887867,2444
ifenprodil tartrate,656586,2445
Ilomastat,132519,2446
Imatinib mesylate,123596,2447
imidapril,5464343,2448
Imipramine hydrochloride,8228,2449
Indacaterol maleate,9827599,2450
Indole-3-carbinol,3712,2451
inosine,135398641,2452
iOWH-032,135565181,2453
Duvelisib,50905713,2454
ipratropium bromide,657308,2455
irbesartan,3749,2456
IRINOTECAN HYDROCHLORIDE Trihydrate,60837,2457
Irsogladine,3752,2458
isoconazole nitrate,159968,2459
isoliquiritigenin,638278,2460
Isoprenaline hydrochloride,5807,2461
isosorbide,12597,2462
Isotretinoin,5282379,2463
ISOVALERAMIDE,10930,2464
314245-33-5,675434,2465
IVERMECTIN,6321424,2466
IWP-L6,71601111,2467
IWR-1-endo,44483163,2468
JIB-04,6519698,2469
681136-29-8,2809273,2470
JNJ-7777120,4908365,2471
JSH-23,16760588,2472
JTC-801,5311339,2473
1431985-92-0,46173038,2474
KETOTIFEN FUMARATE,5282408,2475
Ki16198,9913405,2476
KPT-185,53495165,2477
KPT-276,71496742,2478
Selinexor,71481097,2479
KW-2449,11427553,2480
10030-85-0,20849066,2481
ASCORBYL PALMITATE,54680660,2482
L-carnitine,10917,2483
Lacidipine,5311217,2484
amygdalin,656516,2485
lamivudine,60825,2486
Lapatinib Ditosylate,9941095,2487
Lappaconitine hydrobromide,51346120,2488
Dacinostat,6445533,2489
ceritinib,57379345,2490
LDN-57444,16760696,2491
Levobetaxolol HCl,60656,2492
Levodropropizine,65859,2493
Levonorgestrel,13109,2494
Levosulpiride,688272,2495
lidocaine,3676,2496
LIOTHYRONINE SODIUM,23666110,2497
Lithium citrate,13520,2498
LITHOCHOLIC ACID,9903,2499
Lomefloxacin hydrochloride,68624,2500
Lomeguatrib,3025944,2501
Lomerizine hydrochloride,122125,2502
Loperamide hydrochloride,71420,2503
Lorcaserin hydrochloride,11673085,2504
LOSARTAN POTASSIUM,11751549,2505
Loxapine succinate,71399,2506
Luliconazole,3003141,2507
Lumiracoxib,151166,2508
Galunisertib,10090485,2509
LY2228820,11570805,2510
LY2608204,46832368,2511
1231930-82-7,71576678,2512
LY2886721,49837968,2513
396129-53-6,447966,2514
Magnolol,72300,2515
Manidipine dihydrochloride,150762,2516
Maprotiline hydrochloride,71478,2517
Mdivi-1,3825829,2518
Meclizine dihydrochloride,64713,2519
Medetomidine hydrochloride,68601,2520
Medroxyprogesterone acetate,6279,2521
mefenamic acid,4044,2522
Binimetinib,10288191,2523
MEMANTINE HYDROCHLORIDE,181458,2524
MEPENZOLATE BROMIDE,6461,2525
Mepiroxol,71668,2526
Mepivacaine hydrochloride,66070,2527
MEPTAZINOL HYDROCHLORIDE,65483,2528
4-Methoxyphenol,9015,2529
meropenem,441130,2530
5-Aminosalicylic acid,4075,2531
mestranol,6291,2532
METHACYCLINE HYDROCHLORIDE,54685047,2533
methazolamide,4100,2534
methenamine,4101,2535
methimazole,1349907,2536
Methylscopolamine,71183,2537
methyclothiazide,4121,2538
Methyl hesperidin,5284419,2539
Methylhydantoin-5-(D),1615267,2540
methylprednisolone,6741,2541
methylthiouracil,667493,2542
meticrane,4165,2543
Metoprolol tartrate,441308,2544
Mevastatin,64715,2545
Mexiletine hydrochloride,21467,2546
MEZLOCILLIN SODIUM,23685177,2547
Mianserin hydrochloride,68551,2548
Miconazole nitrate,68553,2549
MIGLITOL,441314,2550
Milnacipran hydrochloride,163701,2551
Mirabegron,9865528,2552
Mitoxantrone hydrochloride,51082,2553
mizoribine,104762,2554
1032350-13-2,46930998,2555
DIZOCILPINE,180081,2556
MK-8745,11676373,2557
891494-63-6,46239015,2558
Nodinitib-1,1088438,2559
1222781-70-5,44247466,2560
423735-93-7,1048267,2561
MM-102,54766613,2562
1485-00-3,672296,2563
moclobemide,4235,2564
MOEXIPRIL HYDROCHLORIDE,54889,2565
Moguisteine,65935,2566
MONTELUKAST SODIUM,23663996,2567
Moroxydine hydrochloride,76621,2568
Mosapride citrate,119583,2569
Motesanib diphosphate,16097729,2570
MOXALACTAM DISODIUM,441242,2571
Moxifloxacin hydrochloride,101526,2572
Mozavaptan,119369,2573
MRS 2578,16078986,2574
Mubritinib,6444692,2575
mycophenolic acid,446541,2576
Myricitrin,5281673,2577
N6-Methyladenosine,102175,2578
nabumetone,4409,2579
nadifloxacin,4410,2580
Nafamostat mesylate,5311180,2581
NAFCILLIN SODIUM,23667630,2582
NAFTOPIDIL DIHYDROCHLORIDE,11957660,2583
Naloxone hydrochloride,5464092,2584
Naltrexone hydrochloride,5485201,2585
Nanchangmycin,86278937,2586
NAPHAZOLINE HYDROCHLORIDE,11079,2587
naringin,442428,2588
naringin dihydrochalcone,9894584,2589
NATAMYCIN,5284447,2590
Nebivolol,71301,2591
Nefopam hydrochloride,155290,2592
Neohesperidin,442439,2593
Neratinib,9915743,2594
Nialamide,4472,2595
Nicaraven,71234,2596
NICARDIPINE HYDROCHLORIDE,41114,2597
Nicotine ditartrate,10434468,2598
nifedipine,4485,2599
nifenazone,4487,2600
Nifuroxazide,5337997,2601
nilvadipine,4494,2602
nimodipine,4497,2603
nisoldipine,4499,2604
Nithiamide,8798,2605
nitrendipine,4507,2606
nitrofurazone,5447130,2607
nizatidine,3033637,2608
NLG919,66558287,2609
N-methyl-D-aspartic acid,22880,2610
NMS-873,71521142,2611
Nobiletin,72344,2612
L-Noradrenaline bitartrate monohydrate,3047796,2613
norethindrone,6230,2614
Noscapine hydrochloride,9933439,2615
NOVOBIOCIN SODIUM,23663939,2616
NSC 405020,346721,2617
154447-35-5,9860529,2618
Nutlin-3,216345,2619
NVP-BSK805 2HCl,57339395,2620
Disufenton sodium,6440181,2621
803712-79-0,16681698,2622
851723-84-7,11462174,2623
OLEANOLIC ACID,10494,2624
oligomycin A,52947716,2625
Olmesartan medoxomil,130881,2626
OLOPATADINE HYDROCHLORIDE,5282402,2627
OLSALAZINE SODIUM,135413505,2628
ONDANSETRON HYDROCHLORIDE,68647,2629
ONX-0914,23642227,2630
Org 27569,44828492,2631
Oridonin,5321010,2632
orlistat,3034010,2633
Ornidazole,28061,2634
Orphenadrine citrate,83823,2635
Oseltamivir phosphate,78000,2636
OSI-420,18924996,2637
Otilonium Bromide,72092,2638
ouabain,439501,2639
DSSTox_CID_16760,16760,2640
oxaprozin,4614,2641
oxeladin citrate,9936727,2642
Oxethazaine,4621,2643
5987-82-6,6420040,2644
Oxybutynin chloride,91505,2645
Oxymetazoline hydrochloride,66259,2646
oxymetholone,5281034,2647
ozagrel,5282440,2648
ozagrel hydrochloride,6438130,2649
1247819-59-5,46931953,2650
920113-03-7,23643975,2651
882257-11-6,2819993,2652
Pacritinib,46216796,2653
Paeoniflorin,442534,2654
827022-32-2,11431660,2655
Palmatine chloride,73442,2656
PANCURONIUM BROMIDE,27350,2657
Paroxetine hydrochloride,62878,2658
Pasiniazid,16367,2659
PD123319,5311345,2660
(+)-PD 128907 hydrochloride,11957668,2661
PD168393,4708,2662
212631-79-3,6918454,2663
PD318088,10231331,2664
167869-21-8,4713,2665
Pefloxacin mesylate,119525,2666
Pelitinib,6445562,2667
penciclovir,135398748,2668
PENFLURIDOL,33630,2669
Penicillin G sodium,23668834,2670
PERGOLIDE MESYLATE,47812,2671
939791-38-5,16118986,2672
1111636-35-1,53356806,2673
Gedatolisib,44516953,2674
PF-4708671,51371303,2675
CYP3cide,71315139,2676
PF-562271,11713159,2677
869288-64-2,11612883,2678
PFI-1,71271629,2679
Phenazopyridine hydrochloride,8691,2680
PHENFORMIN HYDROCHLORIDE,13266,2681
phenindione,4760,2682
PHENIRAMINE MALEATE,5282139,2683
PHENOTHIAZINE,7108,2684
Phenoxybenzamine hydrochloride,5284441,2685
Phentolamine mesylate,91430,2686
phenylbutazone,4781,2687
PHENYLEPHRINE HYDROCHLORIDE,5284443,2688
phenytoin,1775,2689
PHENYTOIN SODIUM,657302,2690
Phlorizin,6072,2691
PHTHALYLSULFACETAMIDE,8574,2692
piceatannol,667639,2693
Pidotimod,65944,2694
Pifithrin-mu,327653,2695
Pifithrin-alpha,9929138,2696
PIK-75,10275789,2697
Pilocarpine hydrochloride,5909,2698
Pimasertib,44187362,2699
pioglitazone hydrochloride,60560,2700
PIPERACILLIN SODIUM,23666879,2701
piperine,638024,2702
piracetam,4843,2703
PIRFENIDONE,40632,2704
piromidic acid,4855,2705
Pitavastatin calcium,5282451,2706
Pizotifen malate,168993,2707
PJ34,4858,2708
PluriSln 1,225362,2709
Polydatin,73642,2710
Posaconazole,468595,2711
potassium canrenoate,23671691,2712
potassium iodide,4875,2713
172889-26-8,1400,2714
172889-27-9,4878,2715
PQ401,9549305,2716
PR-619,2817763,2717
Pracinostat,49855250,2718
Pramoxine hydrochloride,73957,2719
pranoprofen,4888,2720
PRAVASTATIN SODIUM,16759173,2721
Prazosin hydrochloride,68546,2722
prednisolone,5755,2723
prednisone,5865,2724
pregnenolone,8955,2725
Pridinol methanesulfonate,165542,2726
prilocaine,4906,2727
primaquine diphosphate,6135,2728
Proadifen hydrochloride,65341,2729
probenecid,4911,2730
PROCAINE HYDROCHLORIDE,5795,2731
Procyclidine hydrochloride,207841,2732
PROPAFENONE HYDROCHLORIDE,36708,2733
Proparacaine hydrochloride,517321,2734
Propranolol hydrochloride,62882,2735
1370261-97-4,56948527,2736
Prucalopride succinate,9870009,2737
PRX-08066 Maleic acid,51348293,2738
Puerarin,5281807,2739
PYR-41,5335621,2740
PYRIDOSTIGMINE BROMIDE,7550,2741
PYRIDOXINE HYDROCHLORIDE,6019,2742
545380-34-5,509554,2743
Quercetin dihydrate,5284452,2744
Quetiapine fumarate,5281025,2745
QUINAPRIL HYDROCHLORIDE,54891,2746
Quinine hydrochloride dihydrate,16211283,2747
R406,11984591,2748
Ractopamine hydrochloride,14010333,2749
ramipril,5362129,2750
ranitidine,3001055,2751
Ranolazine dihydrochloride,71279,2752
(-)-Rapamycin,5284616,2753
Reboxetine mesylate,127150,2754
reserpine,5770,2755
Resminostat,11609955,2756
resveratrol,445154,2757
Retapamulin,6918462,2758
RG2833,56654642,2759
RGFP966,56650312,2760
RI-1,1074953,2761
ribavirin,37542,2762
xylitol,6912,2763
Deforolimus,11520894,2764
CHEBI:45367,135415564,2765
Rifampicin,135398735,2766
RIFAPENTINE,135403821,2767
Rifaximin,6436173,2768
Rigosertib sodium,23696523,2769
Rilpivirine,6451164,2770
Ritodrine hydrochloride,31728,2771
Rivaroxaban,9875401,2772
Rivastigmine tartrate,6918078,2773
Rizatriptan benzoate,77997,2774
RKI-1447,60138149,2775
ROCURONIUM BROMIDE,441351,2776
ronidazole,5094,2777
Ropinirole hydrochloride,68727,2778
Ropivacaine hydrochloride,175804,2779
Rosuvastatin calcium,5282455,2780
roxatidine acetate hydrochloride,56704,2781
RS-127445,196968,2782
Rucaparib phosphate,9931953,2783
Rufinamide,129228,2784
Rupatadine fumarate,6449107,2785
RUTIN,5280805,2786
(S)-(+)-rolipram,158758,2787
S-Ruxolitinib,50878566,2788
Safinamide mesylate,3038502,2789
salicin,439503,2790
SALICYLANILIDE,6872,2791
salinomycin,3085092,2792
salubrinal,5717801,2793
SANT-1,6878030,2794
SAR131675,71295845,2795
SARAFLOXACIN HYDROCHLORIDE,56207,2796
Salsalate,5161,2797
280744-09-4,176158,2798
261901-57-9,11957684,2799
209481-20-9,5312149,2800
607742-69-8,11256720,2801
940929-33-9,49867937,2802
SC-514,2807869,2803
SC144,400169,2804
Schisandrin B,108130,2805
Sclareol,163263,2806
Sclareolide,929262,2807
Scopine,1274465,2808
Scopine hydrochloride,24720972,2809
Scopolamine hydrobromide,6603108,2810
scriptaid,5186,2811
Semaxanib,5329098,2812
Serotonin hydrochloride,160436,2813
Sertaconazole nitrate,200103,2814
Sertraline hydrochloride,63009,2815
sesamin,72307,2816
SGC-CBP30,72201027,2817
SGC0946,56962337,2818
SGI-1027,24858111,2819
shikimic acid,8742,2820
Sildenafil citrate,135413523,2821
silibinin,31553,2822
Silodosin,5312125,2823
Silybin,31553,2824
Sirtinol,2827646,2825
Sitafloxacin hydrate,6918203,2826
Sitagliptin phosphate monohydrate,11591741,2827
Sitaxsentan sodium,11477084,2828
Skepinone-L,45279963,2829
SKI II,753704,2830
SL327,9549284,2831
438190-29-5,1361334,2832
SNS-314 Mesylate,24995523,2833
Sodium 4-aminohippurate hydrate,24211921,2834
Sodium 4-aminosalicylate,2724368,2835
SODIUM ASCORBATE,23667548,2836
Sodium Danshensu,23711819,2837
SODIUM NITRITE,23668193,2838
14402-89-2,11963579,2839
Sodium 4-phenylbutyrate,5258,2840
sodium picosulfate,68654,2841
Sodium salicylate,16760658,2842
Solifenacin succinate,216457,2843
Sorafenib tosylate,406563,2844
Sotrastaurin,10296883,2845
Spectinomycin HCl,30971,2846
spiramycin,5289394,2847
spironolactone,5833,2848
SRPIN340,2797577,2849
1001645-58-4,25232708,2850
SSR128129E,68853159,2851
